timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_obstacle_avoidance,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,avoidance_system_healthy,open_drone_id_system_healthy,parachute_system_healthy
3133383618,46080.0,1.0,21515.373,0.0,967204,142,46.93537,382,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134372042,46080.0,1.0,21394.28,0.0,967539,142,46.88228,384,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135398123,46080.0,1.0,21479.223,0.0,967886,142,46.889153,386,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136403133,46080.0,1.0,21424.098,0.0,968225,142,46.93012,388,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137402996,46080.0,1.0,21521.426,0.0,968565,142,46.89416,390,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138382083,46080.0,1.0,21384.984,0.0,968899,142,46.864094,392,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139376463,46080.0,1.0,21515.275,0.0,969238,142,46.93298,394,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140380485,46080.0,1.0,21505.344,0.0,969578,142,46.87433,396,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141399594,46080.0,1.0,21488.58,0.0,969922,142,46.91176,398,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142387535,46080.0,1.0,21702.936,0.0,970258,142,46.8294,400,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143409447,46080.0,1.0,21475.412,0.0,970602,142,46.87648,402,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144392014,46080.0,1.0,21401.504,0.0,970938,142,46.909046,404,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145407564,46080.0,1.0,21497.018,0.0,971281,142,46.904034,406,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146394537,46080.0,1.0,21443.285,0.0,971617,142,46.906563,408,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147395602,46080.0,1.0,21527.844,0.0,971958,142,46.98656,410,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148394501,46080.0,1.0,21424.842,0.0,972296,142,46.92956,412,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149381441,46080.0,1.0,21424.842,0.0,972633,142,46.92956,414,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150400670,46080.0,1.0,21518.982,0.0,972975,142,25.94813,416,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151399814,46080.0,1.0,21500.72,0.0,973316,142,46.905582,418,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152401923,46080.0,1.0,21399.518,0.0,973654,142,46.808643,420,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153398405,46080.0,1.0,21399.518,0.0,973994,142,46.808643,422,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154386552,46080.0,1.0,21463.455,0.0,974330,142,67.786674,424,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155382593,46080.0,1.0,21420.428,0.0,974669,142,46.917706,426,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156409449,46080.0,1.0,21429.07,0.0,975012,142,25.979477,428,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157405857,46080.0,1.0,21429.07,0.0,975353,142,25.979477,430,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158383722,46080.0,1.0,21492.814,0.0,975686,142,67.847885,432,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159405665,46080.0,1.0,21437.168,0.0,976031,142,46.987217,434,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160395888,46080.0,1.0,22116.996,0.0,976369,142,46.883404,436,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161406379,46080.0,1.0,21416.168,0.0,976710,142,46.90619,438,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162375665,46080.0,1.0,21502.633,0.0,977041,142,46.84452,440,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163387830,46080.0,1.0,21395.059,0.0,977385,142,46.88836,442,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164403518,46080.0,1.0,21484.035,0.0,977726,142,46.877884,444,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165397103,46080.0,1.0,21408.71,0.0,978066,142,46.920467,446,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166391535,46080.0,1.0,21523.441,0.0,978404,142,46.894203,448,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167409472,46080.0,1.0,21396.29,0.0,978746,142,46.871387,450,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168393627,46080.0,1.0,21479.81,0.0,979082,142,46.892616,452,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169403152,46080.0,1.0,21526.191,0.0,979424,142,46.91977,454,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170385050,46080.0,1.0,21504.088,0.0,979758,142,46.90422,456,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171410700,46080.0,1.0,21443.135,0.0,980105,142,46.906235,458,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172413624,46080.0,1.0,21504.098,0.0,980452,142,46.949997,460,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173385887,46080.0,1.0,21351.78,0.0,980778,142,46.76952,462,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174613397,46080.0,1.0,21709.79,0.0,981196,142,25.97462,464,0,0,0,0,0.0,0,2,0,0,1,1,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
